"Все было отлично! Буду заказывать ещё!
Сначала заказал в Минске с доставкой, проблем при общении не составило никаких, приятный продавец. Позже перезвонил и попросил доставить в Гомельскую область, цена доставки была очень приятна, время оговорили, доставили вовремя! Подарок удался, спасибо большое! На этой неделе закажем наверное ещё что-нибудь у вас!!! Рекомендую!",positive
"Хороший сервис!
Приехал на работу, а уехать не смог. Пришлось вечером искать кто сможет привезти и поменять. Ребята с этого магазина справились очень оперативно. Через полутора часов аккумулятор был заменен на новую Аmegu Premium 60 Ah.  Проверили старую батарейку (замыкание пластин), машину на утечку тока и генератор. Старая батарейка отслужила 6 лет этого производителя!",positive
"После продажи только скотсткое отношение и кидалово.
Законченные подлецы уничтожили всю радость от покупки.

Итак, что такое ТТН? Если кратко то ТТН это конторка где наёмные сотрудники выдрессированы до блеска вылизывать клиента до и во время покупки. После того как клиент вышел из пункта выдачи это больше не клиент. Послепродажный сервис? Не, не слышали.

Их слоган ""11 лет клиентоориентированной работы"" наглая ложь, и по факту всё ровно наоборот.

Итак, если поподробнее; недавно проверил на практике как у этой конторы отношение к клиенту, и вот что получилось:
- Под видом нового и исправного впариваем клиенту вскрытый, б/у-шный, кустарно переупакованный и заведомо технически неисправный товар;
- После немедленного обращения в точку продаж с заводской неисправностью отправим на... (зачёркнуто) в гарантийный отдел;
- Гарантийный отдел забьёт большой и толстый.
- День..
- Два дня..
- Неделя..
- Две недели -- никаких подвижек.
- Потом клиента, в наглую средь бела дня, берут на понт: «ваш товар, де, разбит и поцарапан». С тем посылом что раз ты сдавал его курьеру, а курьер за товар не отвечает то можно впарить что де им товар пришёл побитый и гарантии не будет. Утритесь, «дорогой, многоуважаемый клиент».
- Вот только в моём случае товар сдавался в их пункт выдачи, о чём у меня имеется соответствующая бумажка. И о чудо -- стоило об этом упомянуть девочке на телефоне как мой ""разбитый и поцарапанный"" товар чудесным образом за 3 секунды стал новым и целым. Это бы было даже смешно, если бы не было так подло.

Какие ещё впечатления?
- Когда Вы им звоните Вы никогда не будете разговаривать по существу с человеком принимающим решения, Вы будете слушать бессмысленное чириканье девочки из колл-центра, которая ничего не знает, ни за что не отвечает и ничего не может сказать по существу, зато профессионально вешает лапшу на уши.
- Далее, в нарушение ЗОЗПП подменный фонд в установленные законом сроки Вам не выдадут.
- Далее, в нарушение ЗОЗПП и несмотря на то что Вы это требуете, Вас кинут на 1% штрафа за каждый день просрочки невыдачи подменного фонда.
- Далее, в нарушение ЗОЗПП сроки гарантийных мероприятий будут сорваны.
- Далее, в нарушение ЗОЗПП и несмотря на то что Вы это требуете, Вас кинут на 1% штрафа за каждый день просрочки сроков оказания гарантийных мероприятий.
- И, естественно, даже никто не извинится. Так что за скотским отношением, однозначно, сюда.

- В результате Вы, как их возможный клиент, в случае любых проблем минимум на три недели остаётесь без товара, без денег, без сервиса, без подменного фонда, без решения вопроса, без человеческого отношения и без самоуважения.

Зато с рогами. Потому что только полный олень может связатся с многократно пробивающем днище псевдо-«сервисом» ТТН (Тебя Тут Надурят).

Вы как хотите, но я больше ни ногой в эту конторку. ТТН это наглое, бессовестное, антигуманное надурилово и неприкрытое мошенничество с послепродажным обслуживанием и гарантийными обязательствами. Более отвратительного сервиса, точнее его отсутствия, или даже его принципиального непредоставления я не встречал за всю свою жизнь.",negative
"Всё понравилось, спасибо за работу
Заказывал в этом магазине принтер Canon i-SENSYS MF3010. Вежливые и отзывчивые ребята, все быстро и четко. Менеджер вежливый, всё объяснил, на вопросы ответил. Товар привезли в назначенное время, предварительно перезвонили. Курьер распаковал и помог проверить. Всё понравилось, спасибо за работу. Буду обращаться к Вам еще и рекомендовать друзьям.",positive
"Товар появился вовремя, упакован был хорошо
Заявку на заказ оставлял у них на сайте. Перезвонили в течении полу часа. Товар сказали , что будет через 2 дня. В день получения товара позвонили и напомнили. Покупкой доволен, отлично работают",positive
"Не привезли товар в день доставки
Заказывала 2 обогревателя 28 февраля. Прождала доставку 9 дней вместо обещанных 4-7 дней, в итоге в день доставки (6 февраля) товар так и не привезли. На мой звонок сообщили, что в системе не отмечена дата доставки, хотя за 2 дня до доставки я уточняла дату у менеджера и всё было ок. Это был последний заказ в этом магазине. Ужасное отношение к клиентам!",negative
"Не рекомендую связываться
30.01.2020 Заказал телевизор в г. Хойники, менеджер принял заявку и сообщил что доставка будет 2.02. оплата по пластиковой карте, с кэшб'ком. На следующий день менеджер попросил оплатить наличными, сказав что на сумму кэшбэка будет предоставлена скидка, нужную сумму сняли с карт – счета. 1.02 позвонили в компанию, что бы уточнить время доставки, но нам ответили что доставки не будет и менеджер не мог указать доставку на воскресенье. После прослушивания записи разговора, была обнаружена ошибка менеджера. Попросил уточнить когда конкретно будет доставка, в ответ сообщили что 4.02. 4.02 позвонил менеджеру, что бы уточнить время доставки. В ответ услышал, что 4 числа производится только отгрузка, а курьер доставит в течение пары дней. На замечание, что 1.02 вопрос был конкретно о доставке и назвали 4 число, менеджер сообщил, (опять) что не мог такого сказать, т.к. отгрузка на регионы только по вторникам. Почему когда спрашивали о доставке, он называл отгрузку - не понятно. Можно было сказать – после 4 числа, в этом случае я бы не тратил время и заказал бы в другом магазине. Как итог: потеряна почти неделя времени; деньги с карты сняты, зачислить их на счет нет возможности(отсутствие в городе банка), кэшбэка, если покупать в другом магазине, не будет; пришлось заменятся на работе что бы в будний день получить товар, который и не планировался в этот день доставляться.",negative
"Рекомендую эту торговую площадку
Всё как и должно быть в приличном онлайн-магазине.
Позвонил.Продавец ответил на все вопросы интересующие меня,заказал, доставка в нужное место.
Кстати цена товара была ниже чем в других магазинах.
Качеством товара доволен.",positive
"Не сязывайтесь
Худший магазин, не связывайтесь. Доставка товара это не их заслуга, а заслуга курьера. Все.
Теперь о главном. Телефон приобретался в подарок.
1. Пришел в упаковке от редми 4 про.
2. Заказывали стекло - а оно оказалось вообще не от того телефона, т.к. при установке закрывались либо динамик, либо подсветка кнопок.
3. Телефон не исправен - плохая слышимость на обратном конце провода, сеть теряет везде и всегда.

Теперь об ответственности продавца:
1. Неисправный телефон продавец просит отнести в СЦ, тоже по всей видимости ""левый"". Может это и к лучшему, что не в руки продавцу.
2. В сервис центре признают неисправность, и без моего ведома меняют прошивку - я же требовал возврат денег.
3. Разумеется, телефон по прежнему не исправен.

Если магазин не пойдет на уступки и не вернет деньги, просто так я это не оставлю.",negative
"Остались хорошие впечатления о работе магазина
Все устроило от заказа и до получения товара. Обратился за покупкой телефона Xiaomi Redmi Note 7. Если бы все магазины так работали то интернет торговля вышла бы на новый уровень. Оператор все доступно объяснил, рассказал, ответил на все вопросы. Курьер приехал в оговоренное время и заранее со мной связался. Товар качественный, без каких-либо дефектов. Впечатления от магазина самые отличные!",positive
